TIME,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24
4,3.4334687536194353,-0.43541605202247063,-0.85525478714802206,-0.6574910658482941,-0.00966171365925441,0.06721323867763998,-0.1538992875115004,-0.15812963768722013,0.17837657651729466,-0.3345685688423726,0.12691910859328862,0.1579173660525325,0.04110885943970555,0.18734337224573414,-0.18013292762462177,-0.034149796522541354,-0.027281421473103834,-0.017723314323526588,-0.001880526203410532,0.012056650605175231,0.0063880422255791075,-0.007784090962423933,0.007283271451679264,1.5959455978986625e-16
4,3.2494216031590364,-0.13681451577798362,-1.2576650406315701,-0.7650027132089376,0.4185886039921687,0.5766435211351125,-0.07913768572562735,0.05303918764620969,0.36974643896017034,0.03982726204467499,0.1385862619583766,-0.14404115736466716,-0.23270872873929743,0.0055484679265323245,0.11444630464428633,-0.036742711051216376,-0.059047588550964786,-0.029794436254398544,-0.011771712870262907,4.163943480790869e-4,0.009354491577282457,0.005223673700099966,-1.9404329417127553e-4,1.3704315460216776e-16
12,3.0047167010312457,-0.7986959115408235,-1.5328851743480842,-0.04535879041743118,-0.6082281607887181,-0.5191376502511496,0.20549259186606442,0.1419760934620249,-0.013078567049249873,0.22125680520454427,-0.007582210262190777,-0.09855401454016896,-0.03289520414622049,0.04089227844249159,-0.05004427237146442,0.0018814574321066053,0.013442535583150016,-0.03699842780689394,0.10513390404777356,0.013051003713792239,-0.025400517146916143,-0.005301125131183769,-0.006049995074016608,-5.811323644522304e-17
12,2.7194301841052497,-1.0202384312599768,-1.3159369439702322,-0.10078951871953959,-0.7834364929106121,-0.6472828568697854,-0.09304731550736423,0.04613003880359824,-0.2639707961668327,-0.004156997144256838,0.1017267015817113,0.08202546283338019,-0.02892032684548175,-0.09301633382590765,0.013046690619819352,0.09756577880770315,-0.09784301493520263,0.010489913756625792,-0.05555025330738983,-0.013321078260993671,-0.013618827609130992,0.001959121333189019,0.0016144753181772734,1.734723475976807e-16
12,2.388183250043564,-1.1345182101290057,-1.222491472386991,-0.3467811885342487,-0.7592473877008762,-0.507398535198147,0.2962440953785842,0.029579076938239048,-0.1121266970848572,0.06177016629924892,0.017544855392485813,-0.06058378843962142,0.045116669312071686,-0.013784570787153168,0.03807108945124483,-0.12019938997317967,0.08241994134465822,0.02300644429901397,-0.04589861047088905,-6.270565845738277e-4,0.0335149010768797,0.009836843947993897,0.005949471261916962,1.0755285551056204e-16
24,-1.8657359162723648,-4.415291028893783,1.460172349474132,-0.06602453663060585,-0.055369121096867084,-0.014930928323084208,0.15948193266935212,-0.03407411733842247,0.0854637852984573,-0.013448705073157957,0.08831954575715756,0.014346299260567009,0.0647007868880096,0.07118819661189388,0.06655292397563758,0.07577992610420439,0.04773371335395525,-0.10193258028353597,-0.03155585105010361,0.02177264519488252,0.006045970704647859,0.00677736072247408,-0.009303613041478753,8.500145032286355e-17
24,-2.282494789686179,-4.686440070132196,1.5089822513160738,0.0725302192225556,0.24941375798279455,-0.0034079858445332477,-0.14935093504711575,-0.1134214347662433,0.02002730956486238,-0.05062376726595497,0.140898567193338,0.0033500940861029144,-0.09002300650118641,-0.20478967127583766,-0.0868232725630491,-0.01238164637833266,0.014066101422584174,0.02033663243690947,0.04614759803219762,-0.02483377576102934,0.009468860040276243,-9.236175028938913e-4,0.011569223055393471,-2.203098814490545e-16
24,-1.5558157488939448,-4.1068189574742,1.4008761733543735,0.09912525731996198,-0.35994731958164256,0.2939365282759388,-0.058026533303147373,0.11529600191967429,-0.05906234436953446,0.10105142796474559,-0.25143087693525334,-0.004468975170170236,0.004968641985054381,0.14906875750784526,0.04270269890183365,-0.06352650896171957,-0.07139449419588496,0.07559493370580346,-0.004804101861085999,0.004622431447788771,-0.017152858397875944,-0.003977905824318593,-0.003510449657653708,-3.608224830031759e-16
48,0.011540662464555696,0.6916478333533099,0.03418511584464235,2.1426360352844562,0.5575863105770543,-0.016614389474717932,0.12518456834744413,0.39386325578387443,-0.07965267628165118,-0.06596491694769233,0.37320682890262996,-0.04824174061147253,0.11918188631848911,0.017699987192744196,0.047791080181163806,-0.03176149182372555,-0.026057141468033666,0.027603065669134192,0.005908644947137481,0.020083782493057954,-0.0026962106168024764,-0.0084330680440668,-1.6094537039820084e-6,-2.211772431870429e-16
48,0.49302579855696455,0.10598998718003808,-0.9653227649438347,2.039543904342199,-0.08449151101963648,0.17688824602828665,-0.4679101076697671,-0.3547163772881131,-0.3241090651947698,-0.25311336074017615,-0.1722049543237311,-0.02590972727904331,-0.16188711447912796,0.060041271090821434,0.018979806495023767,0.012123769953477484,0.051081444741314735,-0.016716638586010708,-2.2124666749193111e-4,-0.010899073715116475,0.0019185223621668093,0.004475453103268325,-0.0022800513791660718,-1.0061396160665481e-16
48,0.623046720595399,0.502274474961453,-0.6016174409080933,1.6534236861392544,-0.17324955989440596,0.25382516524532256,0.5086948939574388,-0.027463529757588943,0.6002246669613372,0.17635541920641662,-0.24008114333013633,0.09028962082282163,0.05001516623808868,-0.07947296518356922,-0.06385344880972421,0.015822299282471038,-0.020850177323217325,-0.018430219649326392,-0.01876008942118672,-0.010622438200428963,0.005869627155609923,0.004589026852087404,0.004253393172003711,-2.1510571102112408e-16
72,-12.57745195559459,1.3871356083215545,-0.40372999662635733,-0.12849380540967137,-0.08254071277791619,0.03931006047031809,-0.18369812813512915,-0.8214987710649494,0.0240194276954694,0.2955961839358092,0.14661030796137556,-0.08106633812172176,0.06422709012868497,0.0017665206925996518,-0.028623708927322022,-0.014538490298484363,-0.0150763606343772,0.012767665475637437,-0.013983873003091202,0.010188649898013408,-0.005662919067409317,-0.008471886272718637,-0.00413285265522674,-9.71445146547012e-17
72,-12.896058904792078,1.028320218717619,-0.21278559342354003,-0.49338588326525806,0.05367225463965626,-0.08985420840074365,0.23370953323449264,0.46769029054306444,0.01658258558049762,-0.27620630877020397,-0.12317769413422708,-0.25111836886845906,-0.005556271327069429,0.0331524758839912,-0.06666260096114189,0.04938683775136821,0.00852193819495628,4.1463116803593103e-4,-0.01915793071582725,-0.012151421074863042,-0.0058464393774839,-0.0016768239373047625,0.007433082250985781,-1.734723475976807e-16
72,-12.557255332381382,1.339268192923359,-0.6131767234888412,-0.38080392205302893,0.0233948013086578,0.015124967878375133,-0.04598434170004891,0.34439442644661766,-0.08218623946241126,-0.0017901816438401497,-0.01948721086913166,0.33706017877287886,-0.06004738968992998,-0.024721516941457883,0.08178891096330823,-0.034646349340109295,0.0036635084117524475,-0.014045221911935527,0.03282159318903924,0.0022110880271212358,0.009930738870116099,0.0087263619467658,-0.0036369459310531954,-1.3877787807814457e-16
